# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     74.75     -70.87       1.00       1.00       0.00       7.88       1.98       8.34    8.856  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3129_1.mol2'             'ZINC01342469'
     83.69     -75.35       2.96       0.00       0.00       0.00       2.20       3.87    9.948  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3130_5.mol2'             'ZINC01276363'
     62.87     -63.64       0.78       0.00       0.00       9.60       3.01      12.49    5.704  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3131_4.mol2'             'ZINC06164130'
     72.75     -74.32       0.00       0.00       0.00       1.09       0.87       1.26    6.688  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3132_3.mol2'             'ZINC03262617'
     76.42     -79.68       0.00       0.00       0.00       1.39       2.30       2.73   10.188  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3133_5.mol2'             'ZINC02984071'
     66.50     -67.41       0.00       0.00       0.00       0.00       1.73       2.55    9.724  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3134_4.mol2'             'ZINC09142395'
     70.31     -70.38       0.00       0.00       0.00       3.07       0.68       4.33    8.752  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3135_1.mol2'             'ZINC09245586'
     77.73     -79.39       0.00       0.00       0.00       1.08       1.10       1.61    9.608  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3136_5.mol2'             'ZINC09588472'
     71.99     -76.00       0.11       0.00       0.00       3.18       3.18       5.19    7.744  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3137_4.mol2'             'ZINC03483713'
     73.04     -74.65       0.00       0.00       0.00       2.10       1.64       3.66    8.960  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3138_1.mol2'             'ZINC01182749'
     65.96     -63.79       1.00       0.00       0.00       0.00       1.69       2.34    7.096  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3139_2.mol2'             'ZINC10042655'
     65.04     -66.05       0.00       0.00       0.00       4.91       1.12       6.15   10.328  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3140_5.mol2'             'ZINC11471098'
     70.01     -71.56       0.00       0.00       0.00       0.00       1.75       1.95    7.484  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3141_1.mol2'             'ZINC11394837'
     65.36     -64.50       0.98       0.00       0.00       5.17       2.13       7.37   11.684  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3142_4.mol2'             'ZINC11538533'
     70.84     -68.48       1.54       0.00       0.00       5.16       2.15       6.82    9.644  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3143_1.mol2'             'ZINC13696529'
     82.03     -82.94       0.00       0.00       0.00       7.88       1.96      10.53    8.560  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3144_2.mol2'             'ZINC13699932'
     70.49     -74.05       0.00       0.00       0.00       2.61       1.17       1.17    9.780  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3145_3.mol2'             'ZINC14017336'
     63.93     -63.11       0.99       0.00       0.00       2.95       1.60       4.00    8.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3146_5.mol2'             'ZINC14428714'
     72.70     -74.23       0.00       0.88       0.00       0.00       3.04       1.78    8.084  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3147_4.mol2'             'ZINC14805743'
     66.15     -68.63       0.00       0.00       0.00       2.03       1.81       3.16    7.988  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3148_3.mol2'             'ZINC15271769'
     81.93     -85.62       0.00       0.00       0.00       0.00       2.66       1.64    9.304  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3149_3.mol2'             'ZINC20069148'
     70.56     -67.15       1.60       0.00       0.00       0.00       1.87       2.35    8.524  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3150_3.mol2'             'ZINC20559059'
     73.01     -72.51       0.91       0.00       0.00       0.00       3.33       4.43    9.824  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3151_5.mol2'             'ZINC21077419'
     65.50     -68.61       0.00       0.00       0.00       2.04       1.13       1.19    8.920  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3152_4.mol2'             'ZINC23982868'
     58.84     -57.92       1.25       0.00       0.00       2.85       2.38       4.76    8.404  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3153_3.mol2'             'ZINC28049740'
     69.97     -71.35       0.21       0.00       0.00       4.81       3.93      10.16    9.620  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3154_1.mol2'             'ZINC28312300'
     75.88     -73.87       1.25       0.00       0.00       0.00       2.42       2.75    9.912  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3155_2.mol2'             'ZINC28351750'
     76.82     -77.76       0.00       0.00       0.00       0.00       1.74       2.54    8.548  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3156_1.mol2'             'ZINC31829223'
     68.52     -71.52       0.00       0.00       0.00       0.05       3.68       4.40    9.620  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3157_5.mol2'             'ZINC32125430'
     64.58     -67.64       0.00       0.00       0.00       5.51       1.72       5.90    4.684  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3158_2.mol2'             'ZINC33070371'
     62.33     -62.77       0.44       0.00       0.00       0.00       2.98       4.20    7.880  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3159_4.mol2'             'ZINC33306539'
     67.09     -67.86       0.00       0.00       0.00       0.00       2.50       4.22    7.592  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3160_4.mol2'             'ZINC33306550'
     46.87     -44.72       1.00       0.00       0.00       4.33       2.10       7.21   11.040  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3161_1.mol2'             'ZINC35271708'
     55.77     -57.39       0.00       0.00       0.00       0.00       1.52       0.54    8.244  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3162_2.mol2'             'ZINC35966251'
     76.94     -78.97       0.00       0.00       0.00       0.00       1.19       0.30    4.888  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3163_2.mol2'             'ZINC36000429'
     73.56     -76.68       0.00       0.00       0.00       0.00       2.34       1.56    4.804  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3164_1.mol2'             'ZINC02339748'
     74.18     -72.39       0.94       0.00       0.00       0.00       1.88       2.66    8.652  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3165_3.mol2'             'ZINC08400213'
     70.40     -69.98       0.99       0.00       0.00       1.39       1.21       1.04    5.572  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3166_2.mol2'             'ZINC38650185'
     68.78     -71.03       0.26       0.00       0.00       3.02       2.52       4.66    9.924  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3167_1.mol2'             'ZINC41078083'
     70.68     -69.88       0.73       0.00       0.00       0.09       1.86       2.40    8.980  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3168_3.mol2'             'ZINC45629557'
     58.66     -57.57       1.00       0.00       0.00       5.91       1.39       6.63    9.824  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3169_1.mol2'             'ZINC13758877'
     65.13     -62.31       1.29       0.00       0.00       0.00       1.35       1.63    8.764  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3170_4.mol2'             'ZINC22181075'
     80.92     -81.84       0.99       0.00       0.00       3.83       2.51       4.75    6.976  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3171_2.mol2'             'ZINC22495835'
     70.05     -70.27       0.67       0.00       0.00       3.34       1.95       5.01    9.096  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3172_4.mol2'             'ZINC22495854'
     72.13     -71.93       1.30       0.00       0.00       0.00       2.55       1.41    7.408  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3173_3.mol2'             'ZINC19502183'
     54.37     -51.50       1.00       0.00       0.00       0.00       1.18       2.22    7.132  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3174_3.mol2'             'ZINC19502183'
     71.39     -73.52       0.00       0.00       0.00       0.03       2.72       2.95    9.752  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3175_1.mol2'             'ZINC32973781'
     74.25     -73.15       1.00       0.00       0.00       4.23       1.19       4.71   11.264  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3176_5.mol2'             'ZINC14557765'
     60.47     -64.70       0.00       0.00       0.00       1.52       3.40       3.18    6.860  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3177_1.mol2'             'ZINC58900129'
     71.79     -71.82       0.00       0.00       0.00       3.22       0.80       4.78    7.416  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3178_5.mol2'             'ZINC09780074'
     58.00     -60.68       0.00       0.00       0.00       5.84       1.88       6.92    4.940  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3179_3.mol2'             'ZINC66202191'
     49.67     -50.93       0.00       0.00       0.00       3.03       1.86       5.50    9.024  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3180_1.mol2'             'ZINC04064636'
     63.70     -64.83       0.72       0.00       0.00       2.42       1.48       2.08    9.452  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3181_5.mol2'             'ZINC02470509'
     68.14     -69.48       0.00       0.00       0.00       2.93       1.74       5.06    4.260  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3182_3.mol2'             'ZINC04845073'
     71.34     -72.92       0.00       0.00       0.00       0.00       0.96       0.34   11.356  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3183_4.mol2'             'ZINC06884896'
     73.05     -60.98       3.07       1.00       0.00       2.86       1.23       5.01    6.920  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3184_1.mol2'             'ZINC09151126'
     68.48     -71.55       0.00       0.00       0.00       0.00       1.96       0.85    8.092  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3185_4.mol2'             'ZINC09479344'
     73.19     -68.35       2.76       0.00       0.00       2.15       1.68       1.61    4.880  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3186_1.mol2'             'ZINC09479347'
     73.82     -76.21       0.00       0.00       0.00       1.63       1.94       2.74    9.416  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3187_1.mol2'             'ZINC09541815'
     65.00     -67.85       0.00       0.00       0.00       1.33       2.59       3.20    6.124  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3188_1.mol2'             'ZINC09541819'
     72.75     -73.65       0.00       0.00       0.00       0.88       1.18       2.33    5.752  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3189_1.mol2'             'ZINC09542547'
     60.33     -55.87       1.68       0.00       0.00       4.17       1.88       7.25    8.600  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3190_3.mol2'             'ZINC12918200'
     63.25     -62.47       1.00       0.00       0.00       0.17       1.45       0.84    6.864  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3191_4.mol2'             'ZINC12317471'
     64.33     -59.04       1.98       0.00       0.00       2.93       1.94       6.15    9.016  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3192_5.mol2'             'ZINC15038007'
     67.03     -67.79       0.00       0.00       0.00       3.59       1.73       5.33    9.408  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3193_1.mol2'             'ZINC17287659'
     57.73     -58.92       0.00       0.00       0.00       0.00       1.06       0.73    7.152  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3194_1.mol2'             'ZINC19226214'
     72.12     -69.79       1.00       0.00       0.00       0.00       0.62       0.58   10.084  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3195_4.mol2'             'ZINC14885806'
     65.51     -66.04       0.00       0.00       0.00       2.26       1.26       4.24    8.192  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3196_5.mol2'             'ZINC20976849'
     68.50     -68.48       0.70       0.00       0.00       8.33       1.16       8.19    7.052  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3197_2.mol2'             'ZINC22357523'
     69.88     -63.68       2.88       0.00       0.00       1.16       0.98       0.68    9.048  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3198_2.mol2'             'ZINC22812234'
     67.56     -61.27       2.88       0.00       0.00       3.19       2.24       5.33    7.516  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3199_5.mol2'             'ZINC26849661'
     74.82     -77.26       0.00       0.00       0.00       0.73       2.92       4.11   13.360  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3200_4.mol2'             'ZINC35746484'
     71.63     -69.84       1.33       0.00       0.00       0.00       2.46       2.73   11.556  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3201_5.mol2'             'ZINC36159513'
     62.00     -57.48       2.00       0.00       0.00       0.00       2.84       4.21   13.616  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3202_3.mol2'             'ZINC36205409'
     65.69     -63.02       1.00       0.00       0.00       0.00       2.58       4.67   10.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3203_1.mol2'             'ZINC36205626'
     67.39     -62.23       2.24       0.00       0.00       0.00       2.70       3.82   13.908  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3204_4.mol2'             'ZINC36205839'
     57.92     -58.27       0.27       0.00       0.00       0.00       2.16       3.16    7.904  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3205_3.mol2'             'ZINC36206462'
     67.46     -56.41       4.00       0.00       0.00       0.01       2.07       3.19   13.316  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3206_5.mol2'             'ZINC36206463'
     75.56     -76.35       0.00       0.00       0.00       0.00       1.69       2.59   12.976  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3207_5.mol2'             'ZINC36313587'
     78.71     -79.71       0.93       0.00       0.00       0.00       2.23       0.68   13.532  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3208_5.mol2'             'ZINC36313631'
     63.84     -55.66       3.31       0.00       0.00       0.93       1.09       1.35    7.904  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3209_3.mol2'             'ZINC38546904'
     62.05     -59.92       1.00       0.00       0.00       0.00       0.79       0.34    5.136  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3210_1.mol2'             'ZINC38582307'
     60.06     -61.33       0.00       0.00       0.00       0.00       1.18       1.09    6.332  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3211_1.mol2'             'ZINC38806145'
     66.09     -62.34       1.00       0.99       0.00       0.22       1.98       1.63    9.204  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3212_2.mol2'             'ZINC39467131'
     78.91     -77.23       0.97       0.00       0.00       0.17       1.41       1.76   13.752  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3213_1.mol2'             'ZINC39675422'
     70.30     -72.81       0.21       0.00       0.00       0.00       1.78       0.42    6.564  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3214_3.mol2'             'ZINC39937996'
     66.23     -62.15       2.00       0.00       0.00       0.00       3.16       4.41   13.628  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3215_5.mol2'             'ZINC36205692'
     72.94     -74.27       0.30       0.00       0.00       0.00       1.31       0.27    8.736  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3216_3.mol2'             'ZINC51336607'
     71.14     -69.37       1.11       0.00       0.00       0.00       4.40       5.87    6.600  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3217_1.mol2'             'ZINC32244628'
     63.70     -66.63       0.00       0.00       0.00       1.51       1.87       2.33    5.044  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3218_4.mol2'             'ZINC35148184'
     68.72     -68.79       1.61       0.00       0.00       1.07       4.30       4.76   11.328  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3219_1.mol2'             'ZINC59886117'
     71.54     -70.50       1.45       0.00       0.00       4.93       1.27       4.16    7.932  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3220_5.mol2'             'ZINC60036751'
     66.91     -68.43       0.00       0.00       0.00       3.00       1.58       4.51    7.856  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3221_1.mol2'             'ZINC60036752'
     76.62     -69.21       2.73       0.00       0.00       0.00       0.47       0.17    7.996  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3222_2.mol2'             'ZINC63486016'
     65.94     -67.38       0.00       0.00       0.00       3.15       2.76       7.23    5.280  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3223_4.mol2'             'ZINC63737518'
     70.77     -67.24       1.63       0.00       0.00       0.00       1.43       1.50    6.760  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3224_3.mol2'             'ZINC63752333'
     71.93     -73.89       0.00       0.00       0.00       0.00       1.78       1.37    8.148  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3225_2.mol2'             'ZINC63753031'
     62.31     -64.62       0.00       0.00       0.00       0.03       3.16       4.04    7.972  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3226_5.mol2'             'ZINC64120840'
     63.80     -62.21       0.93       0.00       0.00       0.00       1.03       0.86    6.028  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3227_5.mol2'             'ZINC64220528'
     64.21     -66.27       0.00       0.00       0.00       1.20       1.16       1.45    6.544  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3228_5.mol2'             'ZINC64538265'
     68.98     -66.24       1.00       0.00       0.00       0.71       0.73       1.66    5.032  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3229_2.mol2'             'ZINC64538266'
     -5.50       5.03       0.56       0.00       0.00       4.98       0.65       3.65    6.628  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3230_1.mol2'             'ZINC04282395'
     79.02     -84.36       0.00       0.00       0.00       5.04       2.38       4.19    7.944  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3231_2.mol2'             'ZINC02391600'
     72.27     -76.83       0.00       0.00       0.00       5.02       1.85       4.16    8.112  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3232_4.mol2'             'ZINC02542551'
     69.05     -66.45       0.96       0.00       0.00       0.70       3.64       7.45    7.620  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3233_1.mol2'             'ZINC03423523'
     74.38     -76.31       0.72       0.00       0.00       0.00       3.10       1.37   11.900  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3234_2.mol2'             'ZINC08788440'
     77.00     -80.55       0.00       0.00       0.00       1.28       3.20       4.12   15.088  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3235_3.mol2'             'ZINC03635852'
     69.88     -74.83       0.00       0.00       0.00       0.04       3.45       2.00   12.720  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3236_5.mol2'             'ZINC03090234'
     83.73     -85.25       0.00       0.00       0.00       4.86       1.86       7.06   12.264  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3237_3.mol2'             'ZINC16433361'
     74.56     -72.17       1.90       0.00       0.00       1.98       2.24       2.81   15.872  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3238_2.mol2'             'ZINC16434565'
     87.31     -88.19       0.00       0.00       0.00       3.08       2.39       6.98   10.324  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3239_4.mol2'             'ZINC16435145'
     83.67     -84.96       0.00       0.00       0.00       3.08       2.06       5.90   11.256  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3240_5.mol2'             'ZINC16435171'
     71.72     -70.68       1.00       0.00       0.00       1.48       2.12       3.76   12.772  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3241_2.mol2'             'ZINC02784281'
     72.71     -71.69       1.00       0.00       0.00       2.82       3.16       7.13    8.520  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3242_3.mol2'             'ZINC20849888'
     63.38     -66.82       0.00       0.00       0.00       0.00       2.45       1.05    7.212  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3243_1.mol2'             'ZINC30829630'
     76.19     -79.08       0.00       0.00       0.00       1.06       2.67       3.52   13.892  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3244_4.mol2'             'ZINC32624636'
     85.09     -82.19       1.00       0.00       0.00       3.08       1.53       6.04   12.792  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3245_5.mol2'             'ZINC16435141'
     59.94     -59.62       1.00       0.00       0.00       4.80       2.49       7.10   12.456  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3246_3.mol2'             'ZINC33415280'
     86.04     -88.63       0.00       0.00       0.00       4.93       2.54       6.33   12.736  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3247_1.mol2'             'ZINC33636465'
     81.00     -87.71       0.34       0.00       0.00      10.86       1.92       6.96   12.748  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3248_4.mol2'             'ZINC33779683'
     72.32     -73.13       0.00       0.00       0.00       3.10       1.35       5.00    9.572  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3249_5.mol2'             'ZINC34792183'
     75.61     -76.87       0.65       0.00       0.00       3.53       3.45       7.22   14.824  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3250_5.mol2'             'ZINC35003083'
     87.45     -89.25       0.00       0.00       0.00       4.79       2.52       6.87   12.496  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3251_1.mol2'             'ZINC35138044'
     73.07     -74.70       0.00       0.00       0.00       0.03       2.86       4.13   11.024  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3252_3.mol2'             'ZINC35700123'
     81.21     -84.04       0.00       0.00       0.00       4.87       2.99       8.03   11.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3253_4.mol2'             'ZINC35700165'
     73.91     -72.09       1.00       0.00       0.00      25.06       3.15      30.18   18.168  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3254_4.mol2'             'ZINC36598569'
     63.54     -66.21       0.00       0.00       0.00       0.23       1.77       1.11   11.988  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3255_4.mol2'             'ZINC38649649'
     73.98     -78.69       0.00       0.00       0.00       1.11       2.55       1.51   11.788  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3256_4.mol2'             'ZINC38649861'
     63.07     -61.19       1.27       0.00       0.00       0.00       2.21       2.28    8.012  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3257_1.mol2'             'ZINC38650687'
     87.79     -92.33       0.00       0.00       0.00       1.50       2.72       2.39   11.632  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3258_4.mol2'             'ZINC38650712'
     66.03     -64.50       1.66       0.00       0.00       1.44       2.31       2.60   14.420  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3259_5.mol2'             'ZINC38650815'
     79.68     -82.83       0.00       0.00       0.00       0.02       2.07       1.01    7.772  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3260_4.mol2'             'ZINC38656083'
     80.74     -81.68       1.00       0.00       0.00       2.92       1.82       2.62   13.860  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3261_5.mol2'             'ZINC38683990'
     72.82     -75.66       0.00       0.00       0.00       1.96       1.61       2.36   15.768  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3262_5.mol2'             'ZINC38684660'
     80.23     -80.12       1.00       0.00       0.00       0.41       1.87       1.28   14.480  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3263_5.mol2'             'ZINC38684672'
     86.33     -88.32       0.00       0.00       0.00       0.00       2.05       2.11   15.280  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3264_2.mol2'             'ZINC38684781'
     61.77     -60.91       1.32       0.00       0.00       1.32       1.49       1.20   11.896  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3265_5.mol2'             'ZINC38687568'
     55.24     -57.44       0.00       0.00       0.00       0.00       1.88       1.56    6.020  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3266_2.mol2'             'ZINC39324414'
     69.92     -69.66       0.91       0.00       0.00       1.09       1.78       2.18   11.284  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3267_1.mol2'             'ZINC39328018'
     82.75     -84.44       0.00       0.00       0.00       3.22       2.33       6.19   11.796  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3268_4.mol2'             'ZINC39389094'
     73.66     -73.64       1.75       0.00       0.00       4.37       3.22       3.95   13.096  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3269_1.mol2'             'ZINC39494224'
     59.09     -66.26       0.00       0.00       0.00       3.44       2.71       1.52   10.132  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3270_1.mol2'             'ZINC40530396'
     60.83     -65.65       0.00       0.00       0.00       6.87       2.59       7.22   10.164  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3271_5.mol2'             'ZINC41022610'
     65.35     -66.01       0.18       0.00       0.00       3.56       3.19       8.74   11.824  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3272_2.mol2'             'ZINC41023164'
     84.30     -83.92       0.94       0.00       0.00       0.06       3.57       4.76   11.532  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3273_3.mol2'             'ZINC09246865'
     77.58     -77.16       1.00       0.00       0.00       0.86       3.08       4.42   10.948  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3274_1.mol2'             'ZINC02293512'
     73.31     -70.88       0.99       0.00       0.00       3.47       2.38       7.67   11.528  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3275_3.mol2'             'ZINC54642871'
     80.40     -80.19       1.76       0.00       0.00       2.24       2.89       2.94   15.136  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3276_4.mol2'             'ZINC58893869'
     76.83     -77.96       0.31       0.00       0.00       8.85       1.66      10.09    9.464  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3277_3.mol2'             'ZINC17903453'
     64.21     -64.06       0.56       0.00       0.00       4.98       1.28       6.04    9.500  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3278_4.mol2'             'ZINC59500498'
     73.86     -74.12       1.00       0.00       0.00       1.25       2.49       2.97    5.668  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3279_2.mol2'             'ZINC39232714'
     71.22     -68.88       1.00       0.00       0.00       0.00       0.56       0.46   10.076  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3280_5.mol2'             'ZINC01916170'
     95.16     -89.04       2.90       0.00       0.00      18.51       3.29      22.51   16.060  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3281_1.mol2'             'ZINC01781247'
     79.05     -83.16       0.00       0.00       0.00       0.00       2.87       1.61   12.784  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3282_1.mol2'             'ZINC02095994'
     68.24     -68.56       0.67       0.00       0.00       0.33       2.78       3.56    9.428  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3283_2.mol2'             'ZINC01811564'
     85.43     -87.08       0.00       0.00       0.00       0.00       1.50       1.35   13.156  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3284_4.mol2'             'ZINC09648315'
     68.30     -63.43       2.00       0.00       0.00       0.45       2.22       3.61   11.568  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3285_1.mol2'             'ZINC09460779'
     82.51     -83.24       0.00       0.00       0.00       0.00       0.86       0.99    9.288  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3286_5.mol2'             'ZINC17288703'
     69.31     -69.64       3.99       0.00       0.00      11.01       1.75       2.20   11.708  '/tmp/tmp5ahV_7/gold_soln_decoys_final_m3287_5.mol2'             'ZINC19892875'
