# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     50.47     -51.10       0.00       0.00       0.00       0.00       1.20       1.70    1.084  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1858_1.mol2'             'ZINC63941319'
     58.72     -57.30       1.10       0.00       0.00       0.00       1.08       0.29    1.268  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1859_5.mol2'             'ZINC64152369'
     60.76     -61.26       0.00       0.00       0.00       0.00       1.12       1.33    0.864  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1860_2.mol2'             'ZINC00755160'
     67.15     -68.46       1.00       0.00       0.00       3.58       1.31       1.90    1.456  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1861_3.mol2'             'ZINC12049857'
     52.39     -50.74       0.59       0.00       0.00       3.02       2.02       6.51    1.012  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1862_1.mol2'             'ZINC12331599'
     71.27     -70.16       1.00       0.00       0.00       0.72       2.11       3.03    1.440  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1863_4.mol2'             'ZINC15073359'
     55.37     -57.88       0.00       0.00       0.00       3.25       1.32       3.38    1.556  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1864_5.mol2'             'ZINC19218587'
     62.80     -65.21       0.77       0.00       0.00       0.52       3.88       3.44    1.592  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1865_4.mol2'             'ZINC19218595'
     63.78     -65.13       0.00       0.00       0.00       0.00       0.69       0.03    0.964  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1866_4.mol2'             'ZINC20292916'
     71.62     -61.75       3.96       0.00       0.00       0.00       1.09       0.08    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1867_3.mol2'             'ZINC23581252'
     58.63     -54.20       1.51       0.00       0.00       4.92       1.23       6.33    1.224  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1868_3.mol2'             'ZINC31154553'
     57.13     -58.33       0.00       0.00       0.00       1.57       0.97       2.30    0.892  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1869_5.mol2'             'ZINC36273089'
     54.33     -54.86       0.54       0.00       0.00       0.13       1.10       0.16    1.012  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1870_2.mol2'             'ZINC23153635'
     75.41     -67.72       3.00       0.00       0.00       0.00       0.79       0.03    1.056  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1871_4.mol2'             'ZINC23311482'
     62.47     -61.60       0.63       0.00       0.00       0.00       1.02       1.00    1.016  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1872_3.mol2'             'ZINC39626567'
     69.19     -67.58       0.70       0.00       0.00       0.00       1.49       2.49    1.284  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1873_5.mol2'             'ZINC39634743'
     59.74     -56.92       0.98       0.00       0.00       0.00       2.06       3.40    1.244  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1874_1.mol2'             'ZINC39634796'
     57.48     -49.06       3.00       0.00       0.00       0.00       0.87       0.92    0.892  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1875_4.mol2'             'ZINC39662922'
     44.15     -38.24       2.30       0.00       0.00       0.00       1.04       1.08    0.924  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1876_3.mol2'             'ZINC39663090'
     40.33     -41.93       0.02       0.00       0.00       0.00       1.36       1.05    0.936  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1877_5.mol2'             'ZINC39663092'
     61.39     -60.39       0.98       0.00       0.00       0.07       1.33       0.80    1.160  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1878_5.mol2'             'ZINC39670030'
     64.94     -57.67       3.28       0.00       0.00       0.00       1.94       1.12    1.160  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1879_3.mol2'             'ZINC39670207'
     60.33     -56.57       1.83       0.00       0.00       0.00       1.56       0.90    1.140  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1880_1.mol2'             'ZINC39670262'
     62.11     -56.48       2.84       0.00       0.00       0.00       1.99       0.94    1.116  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1881_2.mol2'             'ZINC39670585'
     68.37     -69.63       0.00       0.00       0.00       0.00       1.10       0.94    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1882_3.mol2'             'ZINC39670807'
     63.98     -65.62       0.00       0.00       0.00       0.48       1.51       1.19    1.240  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1883_1.mol2'             'ZINC39679108'
     51.47     -52.27       0.00       0.00       0.00       0.00       1.03       0.76    1.212  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1884_1.mol2'             'ZINC39689733'
     63.01     -60.15       1.35       0.00       0.00       0.00       2.04       2.38    0.960  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1885_1.mol2'             'ZINC39689765'
     62.42     -56.78       1.92       0.00       0.00       0.09       0.49       0.94    0.992  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1886_1.mol2'             'ZINC39695628'
     60.82     -56.18       1.86       0.00       0.00       0.88       1.04       1.79    0.868  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1887_2.mol2'             'ZINC39695661'
     61.13     -48.56       4.70       0.00       0.00       0.02       2.09       2.13    1.508  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1888_1.mol2'             'ZINC39724964'
     62.06     -66.87       0.00       0.00       0.00       7.54       1.04       1.83    1.116  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1889_1.mol2'             'ZINC45522005'
     59.71     -63.60       0.00       0.00       0.00       6.53       2.24       7.12    0.896  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1890_4.mol2'             'ZINC48237841'
     65.89     -63.38       0.96       0.00       0.00       0.00       0.52       0.53    0.976  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1891_1.mol2'             'ZINC49073914'
     53.17     -52.02       0.00       0.75       0.00       0.00       0.72       0.31    1.076  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1892_5.mol2'             'ZINC22923070'
     70.20     -67.81       1.99       0.00       0.00       1.38       1.31       0.41    0.800  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1893_4.mol2'             'ZINC52595234'
     63.50     -64.57       0.00       0.00       0.00       1.02       0.57       1.09    0.812  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1894_5.mol2'             'ZINC63075083'
     69.85     -66.98       1.73       0.00       0.00       0.00       1.80       1.27    0.780  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1895_3.mol2'             'ZINC63165452'
     61.64     -64.02       0.00       0.00       0.00       0.00       1.60       0.75    0.692  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1896_1.mol2'             'ZINC63229161'
     67.43     -71.07       0.00       0.00       0.00       1.14       2.75       2.99    1.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1897_3.mol2'             'ZINC63234631'
     72.82     -75.78       0.29       0.00       0.00      13.32       2.03      11.31    1.048  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1898_3.mol2'             'ZINC63515184'
     42.01     -43.75       0.00       0.00       0.00       0.70       1.48       1.92    0.876  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1899_4.mol2'             'ZINC63541070'
     63.50     -62.48       1.00       0.00       0.00       0.00       2.01       2.03    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1900_4.mol2'             'ZINC63731437'
     63.99     -59.67       2.00       0.00       0.00       0.00       1.45       0.56    0.968  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1901_1.mol2'             'ZINC63761323'
     60.71     -59.68       0.96       0.00       0.00       0.00       1.13       0.38    0.832  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1902_1.mol2'             'ZINC38715966'
     63.55     -66.04       0.00       0.00       0.00       0.00       1.40       0.33    0.860  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1903_3.mol2'             'ZINC64131695'
     71.33     -62.37       1.57       1.78       0.00       0.00       0.58       0.08    0.636  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1904_4.mol2'             'ZINC64167188'
     73.10     -69.13       2.31       0.00       0.00       0.00       1.68       0.42    0.944  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1905_2.mol2'             'ZINC64428651'
     62.06     -56.37       2.64       0.00       0.00       0.00       1.42       0.60    0.840  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1906_4.mol2'             'ZINC65305995'
     63.35     -63.20       0.41       0.00       0.00       0.00       1.13       0.90    0.924  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1907_1.mol2'             'ZINC65306012'
     64.92     -65.68       0.09       0.00       0.00       3.19       1.36       4.86    1.112  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1908_4.mol2'             'ZINC67493101'
     53.86     -60.53       0.00       0.00       0.00       9.24       1.08       4.73    1.016  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1909_5.mol2'             'ZINC67497491'
     46.78     -42.65       2.00       0.00       0.00       0.00       1.22       0.58    0.392  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1910_4.mol2'             'ZINC02551966'
     54.77     -52.05       1.75       0.00       0.00       0.66       2.37       2.88    0.732  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1911_5.mol2'             'ZINC05810460'
     58.22     -58.61       0.00       0.00       0.00       2.90       1.25       3.99    0.516  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1912_1.mol2'             'ZINC19803257'
     47.04     -42.70       1.47       0.00       0.00       0.00       1.91       3.75    0.616  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1913_3.mol2'             'ZINC21803343'
     63.99     -67.56       0.00       0.00       0.00       2.55       1.01       1.01    1.096  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1914_5.mol2'             'ZINC32716541'
     46.45     -44.03       1.25       0.00       0.00       2.76       2.58       5.98    0.544  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1915_1.mol2'             'ZINC35309033'
     51.47     -50.02       0.72       0.00       0.00       0.05       2.37       4.06    0.780  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1916_1.mol2'             'ZINC35679518'
     44.62     -43.34       0.00       1.00       0.00       0.00       2.45       3.04    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1917_4.mol2'             'ZINC35692957'
     49.25     -41.24       2.94       0.00       0.00       0.00       1.92       3.03    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1918_4.mol2'             'ZINC35734382'
     42.66     -37.61       1.83       0.00       0.00       0.00       1.83       3.15    0.392  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1919_1.mol2'             'ZINC37011221'
     49.75     -41.91       2.79       0.00       0.00       0.00       2.50       4.49    0.644  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1920_3.mol2'             'ZINC37063389'
     52.79     -51.75       0.61       0.00       0.00       0.00       1.52       2.25    0.792  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1921_5.mol2'             'ZINC37787886'
     52.81     -51.38       0.80       0.00       0.00       0.00       1.09       1.13    0.468  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1922_1.mol2'             'ZINC39544874'
     50.46     -49.29       1.00       0.00       0.00       0.00       2.12       2.37    0.804  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1923_2.mol2'             'ZINC40215754'
     45.94     -44.37       0.62       0.00       0.00       2.84       1.71       5.48    0.588  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1924_1.mol2'             'ZINC40378695'
     56.91     -52.54       0.96       1.00       0.00       4.83       1.56       6.26    0.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1925_4.mol2'             'ZINC40381595'
     49.66     -50.62       0.00       0.00       0.00       0.00       1.98       3.00    0.524  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1926_3.mol2'             'ZINC41010260'
     45.18     -43.63       0.99       0.00       0.00       0.01       2.11       2.81    0.764  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1927_2.mol2'             'ZINC42445698'
     42.93     -43.52       0.00       0.00       0.00       0.00       1.89       2.63    0.784  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1928_1.mol2'             'ZINC42446150'
     46.41     -36.77       3.43       0.00       0.00       0.00       1.81       2.82    0.800  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1929_2.mol2'             'ZINC42547070'
     45.84     -43.72       1.28       0.00       0.00       0.71       2.01       2.99    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1930_2.mol2'             'ZINC44729457'
     52.97     -51.62       0.98       0.00       0.00       0.00       1.15       0.70    0.684  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1931_2.mol2'             'ZINC45625889'
     43.84     -46.81       0.00       0.00       0.00       0.00       1.59       0.20    0.604  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1932_4.mol2'             'ZINC45625953'
     46.67     -42.48       2.00       0.00       0.00       0.10       0.90       0.09    0.540  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1933_5.mol2'             'ZINC48688618'
     50.07     -47.97       1.00       0.00       0.00       0.00       1.47       2.05    0.668  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1934_5.mol2'             'ZINC49122122'
     53.05     -50.47       1.02       0.00       0.00       0.00       2.15       3.72    0.648  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1935_3.mol2'             'ZINC49151988'
     51.41     -50.30       0.67       0.00       0.00       0.01       1.13       1.36    0.676  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1936_5.mol2'             'ZINC49688717'
     43.69     -41.45       1.00       0.00       0.00       0.00       1.88       3.01    0.512  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1937_4.mol2'             'ZINC50368360'
     47.41     -41.84       1.98       0.00       0.00       1.12       0.75       2.23    0.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1938_5.mol2'             'ZINC50393241'
     54.42     -54.46       0.40       0.00       0.00       0.00       2.12       3.01    0.516  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1939_5.mol2'             'ZINC51575012'
     53.87     -51.44       0.93       0.00       0.00       0.00       1.77       3.07    0.640  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1940_1.mol2'             'ZINC51667649'
     54.61     -44.63       3.63       0.00       0.00       0.00       2.48       4.05    0.568  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1941_4.mol2'             'ZINC52759486'
     51.69     -49.86       1.00       0.00       0.00       0.00       1.90       2.53    0.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1942_2.mol2'             'ZINC54522779'
     58.71     -55.02       1.37       0.00       0.00       0.03       2.01       3.08    0.872  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1943_1.mol2'             'ZINC57051682'
     53.23     -51.84       1.19       0.00       0.00       0.00       1.22       0.26    0.760  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1944_3.mol2'             'ZINC32307905'
     52.05     -49.41       1.00       0.00       0.00       0.00       0.27       0.13    0.568  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1945_1.mol2'             'ZINC32307905'
     53.34     -49.41       1.92       0.00       0.00       0.00       0.98       0.06    0.624  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1946_2.mol2'             'ZINC42118458'
     46.69     -44.27       1.00       0.00       0.00       0.01       0.42       0.27    0.644  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1947_3.mol2'             'ZINC37161408'
     59.28     -63.13       0.85       0.00       0.00       8.33       2.25       6.42    0.644  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1948_4.mol2'             'ZINC60410150'
     60.17     -61.02       0.00       0.00       0.00       4.86       0.87       5.76    0.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1949_4.mol2'             'ZINC61075762'
     48.88     -46.85       1.00       0.00       0.00       0.00       0.50       0.04    0.476  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1950_5.mol2'             'ZINC61594159'
     44.86     -39.83       1.95       0.00       0.00       0.00       2.00       2.83    0.372  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1951_1.mol2'             'ZINC61690250'
     48.34     -43.29       1.89       0.00       0.00       0.00       1.59       2.57    0.544  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1952_3.mol2'             'ZINC61690321'
     60.99     -59.76       0.80       0.00       0.00       2.85       1.12       3.77    0.896  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1953_3.mol2'             'ZINC41326546'
     48.18     -43.69       1.74       0.00       0.00       0.00       2.13       3.52    0.812  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1954_2.mol2'             'ZINC62507245'
     49.25     -43.07       1.70       0.66       0.00       0.00       1.45       2.01    0.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1955_2.mol2'             'ZINC63047320'
     54.27     -52.57       1.00       0.00       0.00       0.00       0.69       0.07    0.632  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1956_5.mol2'             'ZINC51304513'
     51.04     -46.24       1.86       0.00       0.00       2.86       0.76       3.59    0.740  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1957_3.mol2'             'ZINC65558485'
     54.63     -52.92       1.00       0.00       0.00       0.00       1.82       2.31    0.900  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1958_3.mol2'             'ZINC05062292'
     58.78     -63.67       0.00       0.00       0.00       8.04       0.58       3.62    0.864  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1959_1.mol2'             'ZINC67142737'
     54.01     -52.26       0.94       0.00       0.00       3.10       1.08       4.18    0.772  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1960_5.mol2'             'ZINC67396719'
     57.11     -56.36       0.51       0.00       0.00       8.06       1.66       9.34    1.396  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1961_3.mol2'             'ZINC04705903'
     54.51     -50.05       1.70       0.00       0.00       0.00       3.78       6.74    1.332  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1962_3.mol2'             'ZINC06186871'
     68.01     -62.47       2.69       0.00       0.00       0.00       2.13       1.73    1.368  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1963_4.mol2'             'ZINC06193071'
     66.11     -60.58       2.00       0.00       0.00       0.00       1.64       2.72    1.600  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1964_1.mol2'             'ZINC06193322'
     53.13     -55.85       0.95       0.00       0.00       3.68       1.92       1.87    1.192  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1965_1.mol2'             'ZINC08635651'
     57.13     -59.38       1.55       0.00       0.00       3.19       1.96       0.22    1.104  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1966_5.mol2'             'ZINC08635652'
     56.91     -57.77       0.00       0.00       0.00       0.00       1.09       0.92    1.184  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1967_1.mol2'             'ZINC08635690'
     70.31     -61.58       2.22       0.88       0.00       0.56       1.44       2.86    1.248  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1968_4.mol2'             'ZINC08635995'
     71.74     -63.76       2.98       0.00       0.00       0.11       1.39       1.93    1.076  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1969_3.mol2'             'ZINC03328000'
     77.58     -78.58       1.00       0.00       0.00       2.10       1.52       1.14    1.228  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1970_4.mol2'             'ZINC10188452'
     67.97     -62.61       2.32       0.00       0.00       0.00       1.52       0.69    1.564  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1971_3.mol2'             'ZINC12635746'
     89.08     -85.25       2.00       0.00       0.00       0.09       1.89       1.71    1.416  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1972_4.mol2'             'ZINC12433686'
     56.89     -52.10       1.66       0.00       0.00       0.00       0.75       1.10    1.092  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1973_1.mol2'             'ZINC20503840'
     57.63     -54.91       2.93       0.00       0.00       2.81       5.50       7.41    2.088  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1974_3.mol2'             'ZINC25940244'
     72.95     -73.14       0.00       0.00       0.00       0.00       0.79       1.39    1.708  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1975_2.mol2'             'ZINC35993563'
     65.79     -64.94       0.34       0.00       0.00       7.87       1.34      10.39    1.084  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1976_2.mol2'             'ZINC15919355'
     66.03     -69.63       0.00       0.00       0.00       3.25       1.62       2.89    1.664  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1977_3.mol2'             'ZINC38612597'
     64.01     -66.99       0.10       0.00       0.00       0.43       1.85       0.84    1.244  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1978_3.mol2'             'ZINC39293298'
     68.18     -71.85       0.00       0.00       0.00       1.28       1.90       1.41    1.536  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1979_4.mol2'             'ZINC39628571'
     55.89     -55.25       0.28       0.00       0.00       0.00       1.44       2.13    1.548  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1980_4.mol2'             'ZINC39630897'
     64.97     -62.59       1.63       0.00       0.00       2.50       3.48       5.80    1.556  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1981_4.mol2'             'ZINC39634687'
     56.04     -53.79       0.85       0.00       0.00       0.01       3.55       6.81    1.520  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1982_5.mol2'             'ZINC39634688'
     69.83     -64.94       2.43       0.00       0.00       4.66       1.34       4.95    1.604  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1983_5.mol2'             'ZINC39663830'
     58.93     -57.87       1.00       0.00       0.00       1.92       1.58       3.14    1.192  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1984_2.mol2'             'ZINC39664073'
     64.66     -64.89       0.91       0.00       0.00       0.28       2.49       2.29    1.468  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1985_3.mol2'             'ZINC39664128'
     55.53     -53.30       1.00       0.00       0.00       0.50       2.91       4.62    1.376  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1986_1.mol2'             'ZINC39674655'
     65.17     -66.72       0.34       0.00       0.00       0.00       1.96       1.34    1.268  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1987_5.mol2'             'ZINC39674716'
     59.03     -51.57       2.69       0.00       0.00       0.66       3.11       6.26    1.276  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1988_5.mol2'             'ZINC39678902'
     60.38     -52.89       2.98       0.00       0.00       0.00       2.44       3.20    1.120  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1989_1.mol2'             'ZINC39678950'
     63.76     -56.94       2.44       0.00       0.00       0.38       1.48       2.07    1.628  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1990_3.mol2'             'ZINC39679071'
     61.22     -63.12       0.00       0.00       0.00       0.00       1.90       1.91    1.580  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1991_4.mol2'             'ZINC39679087'
     59.75     -51.37       3.00       0.00       0.00       0.01       1.02       1.43    1.208  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1992_2.mol2'             'ZINC39683571'
     59.69     -59.79       0.00       0.00       0.00       3.37       2.16       6.71    1.304  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1993_2.mol2'             'ZINC43526565'
     55.21     -57.34       0.30       0.00       0.00       0.00       1.96       0.87    1.132  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1994_5.mol2'             'ZINC43527122'
     54.77     -55.11       0.00       0.00       0.00       0.00       0.81       1.28    1.352  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1995_4.mol2'             'ZINC43527636'
     88.15     -82.43       2.25       0.00       0.00       0.00       1.48       1.91    1.272  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1996_1.mol2'             'ZINC45302740'
     71.29     -70.47       1.13       0.00       0.00       0.41       3.03       2.85    1.580  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1997_2.mol2'             'ZINC19741672'
     69.59     -67.89       1.00       0.00       0.00       0.01       3.42       5.55    2.080  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1998_5.mol2'             'ZINC20203679'
     59.54     -62.56       0.00       0.00       0.00       0.61       2.30       2.07    1.176  '/tmp/tmpOBu85K/gold_soln_decoys_final_m1999_2.mol2'             'ZINC63279767'
     63.86     -65.17       0.00       0.00       0.00       0.00       1.82       2.34    1.048  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2000_5.mol2'             'ZINC63340088'
     75.84     -78.71       0.14       0.00       0.00       1.69       2.04       2.46    1.128  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2001_4.mol2'             'ZINC63490346'
     66.53     -67.85       0.00       0.00       0.00       0.00       1.83       1.67    1.388  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2002_1.mol2'             'ZINC63980666'
     65.64     -65.34       1.00       0.00       0.00       0.00       1.88       1.07    1.388  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2003_3.mol2'             'ZINC63985723'
     72.01     -71.67       0.99       0.00       0.00       0.00       2.09       1.55    1.004  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2004_1.mol2'             'ZINC63985904'
     61.47     -61.94       1.00       0.00       0.00       0.00       2.49       1.51    1.484  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2005_1.mol2'             'ZINC63993640'
     62.63     -63.57       0.22       0.00       0.00       0.00       1.59       1.57    1.484  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2006_5.mol2'             'ZINC63994128'
     67.90     -66.97       1.24       0.00       0.00       0.00       1.97       1.16    1.280  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2007_3.mol2'             'ZINC63994385'
     63.62     -62.84       0.35       0.00       0.00       0.04       0.38       0.51    1.700  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2008_3.mol2'             'ZINC63994390'
     73.30     -66.55       3.21       0.00       0.00       0.00       1.99       1.11    1.224  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2009_3.mol2'             'ZINC64720977'
     54.81     -55.11       0.00       0.00       0.00       0.28       1.35       2.06    1.464  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2010_3.mol2'             'ZINC65305958'
    -14.96      11.55       1.70       0.00       0.00      18.65       3.36      16.23    1.224  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2011_3.mol2'             'ZINC01718924'
     47.95     -49.60       1.92       0.00       0.00       4.75       3.92       5.17    1.216  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2012_4.mol2'             'ZINC09049640'
     61.98     -53.33       3.00       0.00       0.00       3.29       1.13       5.20    1.096  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2013_2.mol2'             'ZINC11899202'
     59.28     -61.47       0.00       0.00       0.00       0.26       1.54       1.13    1.252  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2014_1.mol2'             'ZINC12654593'
     79.68     -72.84       2.62       0.00       0.00       0.00       1.16       1.28    1.404  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2015_2.mol2'             'ZINC06321424'
     57.09     -58.47       0.00       0.00       0.00       0.00       2.08       1.73    1.304  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2016_2.mol2'             'ZINC20153602'
     70.21     -71.19       1.00       0.00       0.00       2.56       2.64       3.52    1.780  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2017_2.mol2'             'ZINC20203535'
     78.07     -73.05       2.00       0.00       0.00       0.00       2.30       3.62    1.748  '/tmp/tmpOBu85K/gold_soln_decoys_final_m2018_5.mol2'             'ZINC20539937'
