# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     39.94     -35.73       2.00       0.00       0.00       0.95       3.64       5.88    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m924_1.mol2'             'ZINC20809686'
     51.47     -57.90       0.00       0.00       0.00       5.79       3.72       6.81    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m925_2.mol2'             'ZINC22431595'
     29.94     -59.60       0.00       0.00       0.00      30.46       2.72       6.23    0.504  '/tmp/tmp9r24QL/gold_soln_decoys_final_m926_5.mol2'             'ZINC12601508'
     65.93     -66.31       0.93       0.00       0.00      24.09       2.69      26.30    0.488  '/tmp/tmp9r24QL/gold_soln_decoys_final_m927_5.mol2'             'ZINC24228181'
     60.10     -63.35       1.15       0.00       0.00       0.00       4.88       3.04    0.480  '/tmp/tmp9r24QL/gold_soln_decoys_final_m928_3.mol2'             'ZINC24985068'
     39.01     -39.55       1.84       0.00       0.00       3.74       3.80       5.26    0.468  '/tmp/tmp9r24QL/gold_soln_decoys_final_m929_3.mol2'             'ZINC26655606'
     81.75     -82.97       0.00       0.00       0.00       0.05       1.05       0.65    0.468  '/tmp/tmp9r24QL/gold_soln_decoys_final_m930_3.mol2'             'ZINC27825724'
     60.10     -67.87       0.00       0.00       0.00      10.68       3.03       8.12    0.452  '/tmp/tmp9r24QL/gold_soln_decoys_final_m931_4.mol2'             'ZINC29834449'
     47.07     -45.99       1.05       0.00       0.00       0.07       3.49       4.97    0.400  '/tmp/tmp9r24QL/gold_soln_decoys_final_m932_5.mol2'             'ZINC28964138'
     38.18     -47.00       0.00       0.00       0.00       8.83       1.75       2.36    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m933_3.mol2'             'ZINC33331927'
     51.39     -54.84       0.47       0.00       0.00       4.99       1.43       3.01    0.484  '/tmp/tmp9r24QL/gold_soln_decoys_final_m934_1.mol2'             'ZINC19857310'
     69.08     -62.23       3.45       0.00       0.00       0.00       3.02       2.52    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m935_4.mol2'             'ZINC32716885'
     31.62     -52.36       0.00       0.77       0.00      28.66       1.58       8.46    0.512  '/tmp/tmp9r24QL/gold_soln_decoys_final_m936_1.mol2'             'ZINC09731520'
     73.34     -74.10       1.00       0.00       0.00       0.27       3.57       3.65    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m937_5.mol2'             'ZINC38671049'
     51.39     -53.13       0.10       0.00       0.00       0.03       2.99       3.99    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m938_3.mol2'             'ZINC38673043'
     61.46     -63.47       0.01       0.00       0.00       0.07       2.41       2.85    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m939_5.mol2'             'ZINC39982614'
     48.21     -51.23       0.00       0.00       0.00       1.26       3.91       5.48    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m940_1.mol2'             'ZINC40149135'
     47.05     -51.92       1.00       0.00       0.00       8.63       2.43       5.61    0.448  '/tmp/tmp9r24QL/gold_soln_decoys_final_m941_3.mol2'             'ZINC40988491'
     63.65     -68.78       0.00       0.00       0.00       2.96       3.01       3.84    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m942_5.mol2'             'ZINC40988949'
     58.08     -57.24       1.00       0.00       0.00       2.84       1.01       2.69    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m943_5.mol2'             'ZINC45766037'
     49.57     -47.87       0.64       0.00       0.00       0.00       2.61       4.98    0.408  '/tmp/tmp9r24QL/gold_soln_decoys_final_m944_2.mol2'             'ZINC36028151'
     60.76     -66.73       1.09       0.00       0.00       6.51       1.84       0.58    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m945_2.mol2'             'ZINC52565634'
     70.81     -70.10       0.90       0.00       0.00      52.19       1.28      52.75    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m946_4.mol2'             'ZINC63152893'
     50.41     -48.48       1.00       0.00       0.00       0.00       3.52       5.97    0.468  '/tmp/tmp9r24QL/gold_soln_decoys_final_m947_1.mol2'             'ZINC63159671'
     50.84     -50.83       0.40       0.00       0.00       0.01       2.14       2.58    0.456  '/tmp/tmp9r24QL/gold_soln_decoys_final_m948_2.mol2'             'ZINC63374525'
     60.66     -63.09       0.63       0.00       0.00       2.95       2.51       3.33    0.372  '/tmp/tmp9r24QL/gold_soln_decoys_final_m949_2.mol2'             'ZINC63375522'
     73.07     -72.02       1.00       0.64       0.00       2.53       2.44       3.25    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m950_3.mol2'             'ZINC63547137'
     60.20     -60.89       0.00       0.00       0.00       3.30       1.72       5.74    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m951_4.mol2'             'ZINC63874549'
     65.00     -74.61       0.18       0.00       0.00      14.06       3.47      10.87    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m952_1.mol2'             'ZINC63908143'
     59.30     -61.67       0.00       0.00       0.00       1.84       2.48       4.42    0.504  '/tmp/tmp9r24QL/gold_soln_decoys_final_m953_3.mol2'             'ZINC63948659'
     24.70     -37.67       0.00       0.00       0.00      12.74       1.80       2.89    0.476  '/tmp/tmp9r24QL/gold_soln_decoys_final_m954_2.mol2'             'ZINC64697091'
     60.53     -57.77       1.00       0.00       0.00       0.13       1.46       1.81    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m955_3.mol2'             'ZINC65006619'
     48.61     -51.00       0.00       0.00       0.00       0.24       3.22       4.29    0.400  '/tmp/tmp9r24QL/gold_soln_decoys_final_m956_3.mol2'             'ZINC02359692'
     51.33     -46.91       3.94       0.00       0.00       4.14       4.24       5.21    0.400  '/tmp/tmp9r24QL/gold_soln_decoys_final_m957_3.mol2'             'ZINC03583841'
     36.20     -34.84       0.96       0.00       0.00       3.02       3.05       7.59    0.372  '/tmp/tmp9r24QL/gold_soln_decoys_final_m958_4.mol2'             'ZINC04395685'
     53.53     -53.87       0.78       0.00       0.00       0.00       4.35       5.99    0.488  '/tmp/tmp9r24QL/gold_soln_decoys_final_m959_5.mol2'             'ZINC08868756'
     45.65     -56.51       0.00       0.00       0.00      13.56       1.58       5.87    0.600  '/tmp/tmp9r24QL/gold_soln_decoys_final_m960_5.mol2'             'ZINC09227836'
     61.76     -68.59       0.00       0.00       0.00       8.59       3.69       9.14    0.396  '/tmp/tmp9r24QL/gold_soln_decoys_final_m961_3.mol2'             'ZINC09441997'
     40.90     -51.05       0.14       0.00       0.00      11.74       2.49       4.87    0.468  '/tmp/tmp9r24QL/gold_soln_decoys_final_m962_2.mol2'             'ZINC09536194'
     53.97     -57.58       0.10       0.00       0.00       7.30       2.39       8.19    0.476  '/tmp/tmp9r24QL/gold_soln_decoys_final_m963_3.mol2'             'ZINC09207489'
     44.93     -48.24       0.00       0.00       0.00       7.59       2.50       9.27    0.456  '/tmp/tmp9r24QL/gold_soln_decoys_final_m964_4.mol2'             'ZINC09730334'
     54.62     -61.73       0.67       0.00       0.00      12.75       2.58       8.78    0.512  '/tmp/tmp9r24QL/gold_soln_decoys_final_m965_2.mol2'             'ZINC09783207'
     58.40     -54.66       2.00       0.00       0.00       4.14       4.12      10.11    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m966_1.mol2'             'ZINC09798023'
     52.55     -61.04       0.00       0.00       0.00      23.72       1.96      19.07    0.504  '/tmp/tmp9r24QL/gold_soln_decoys_final_m967_1.mol2'             'ZINC10013298'
     47.60     -48.73       0.00       0.00       0.00       0.70       3.94       7.45    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m968_4.mol2'             'ZINC10774817'
     38.06     -50.10       0.00       0.00       0.00       9.58       4.08       5.70    0.452  '/tmp/tmp9r24QL/gold_soln_decoys_final_m969_4.mol2'             'ZINC11997997'
     58.22     -62.47       0.00       0.00       0.00       1.21       1.66       0.29    0.412  '/tmp/tmp9r24QL/gold_soln_decoys_final_m970_5.mol2'             'ZINC06300767'
     43.67     -47.27       0.11       0.00       0.00       2.36       1.02       0.47    0.408  '/tmp/tmp9r24QL/gold_soln_decoys_final_m971_4.mol2'             'ZINC06301093'
     58.71     -66.15       1.18       0.00       0.00       7.61       1.79       0.24    0.412  '/tmp/tmp9r24QL/gold_soln_decoys_final_m972_2.mol2'             'ZINC06442302'
     54.67     -55.54       0.00       0.00       0.00       0.00       2.31       3.50    0.392  '/tmp/tmp9r24QL/gold_soln_decoys_final_m973_2.mol2'             'ZINC08914630'
     49.01     -50.94       0.00       0.00       0.00       9.01       1.72       8.46    0.480  '/tmp/tmp9r24QL/gold_soln_decoys_final_m974_1.mol2'             'ZINC09847273'
     67.87     -70.22       0.00       0.00       0.00       1.19       1.08       0.44    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m975_3.mol2'             'ZINC14529596'
     57.52     -55.76       0.59       0.75       0.00       0.00       2.67       3.06    0.496  '/tmp/tmp9r24QL/gold_soln_decoys_final_m976_4.mol2'             'ZINC15067957'
     52.61     -47.38       1.85       0.00       0.00       0.00       3.02       5.33    0.324  '/tmp/tmp9r24QL/gold_soln_decoys_final_m977_3.mol2'             'ZINC16638954'
     70.70     -67.80       1.97       0.00       0.00       3.35       3.17       6.29    0.400  '/tmp/tmp9r24QL/gold_soln_decoys_final_m978_2.mol2'             'ZINC19850035'
     62.31     -59.68       2.36       0.00       0.00       5.67       4.46      10.14    0.392  '/tmp/tmp9r24QL/gold_soln_decoys_final_m979_3.mol2'             'ZINC20437001'
     43.06     -42.15       0.36       0.00       0.00       0.60       3.68       7.79    0.392  '/tmp/tmp9r24QL/gold_soln_decoys_final_m980_4.mol2'             'ZINC22010511'
     38.40     -50.09       0.00       0.00       0.00      17.75       0.80       7.10    0.320  '/tmp/tmp9r24QL/gold_soln_decoys_final_m981_3.mol2'             'ZINC24776364'
     32.60     -45.27       1.00       0.00       0.00      15.35       1.70       3.08    0.508  '/tmp/tmp9r24QL/gold_soln_decoys_final_m982_4.mol2'             'ZINC33937248'
     47.00     -48.56       0.99       0.00       0.00       3.98       2.67       4.69    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m983_3.mol2'             'ZINC08812668'
     35.64     -45.18       0.08       0.00       0.00      13.01       2.29       7.80    0.368  '/tmp/tmp9r24QL/gold_soln_decoys_final_m984_4.mol2'             'ZINC38511499'
     52.90     -63.12       0.00       0.00       0.00       7.65       3.02       3.47    0.492  '/tmp/tmp9r24QL/gold_soln_decoys_final_m985_5.mol2'             'ZINC38673045'
     56.37     -61.70       0.54       0.00       0.00      11.61       1.60       7.88    0.388  '/tmp/tmp9r24QL/gold_soln_decoys_final_m986_4.mol2'             'ZINC39733318'
     51.43     -55.83       0.00       0.00       0.00       0.86       2.49       1.45    0.376  '/tmp/tmp9r24QL/gold_soln_decoys_final_m987_4.mol2'             'ZINC40988439'
     63.26     -63.34       0.77       0.00       0.00       0.85       1.52       1.46    0.364  '/tmp/tmp9r24QL/gold_soln_decoys_final_m988_2.mol2'             'ZINC16699055'
     51.87     -49.71       0.99       0.00       0.00      17.89       2.18      20.90    0.356  '/tmp/tmp9r24QL/gold_soln_decoys_final_m989_2.mol2'             'ZINC20206851'
     56.68     -65.45       0.60       0.00       0.00      10.85       1.71       2.63    0.520  '/tmp/tmp9r24QL/gold_soln_decoys_final_m990_1.mol2'             'ZINC14955376'
     60.90     -61.72       1.00       0.00       0.00       0.24       2.62       1.65    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m991_5.mol2'             'ZINC62595257'
     61.30     -58.28       1.05       0.00       0.00       3.08       2.67       8.29    0.532  '/tmp/tmp9r24QL/gold_soln_decoys_final_m992_5.mol2'             'ZINC22804112'
     39.84     -46.32       0.00       0.00       0.00       5.31       0.93       0.69    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m993_1.mol2'             'ZINC41584804'
     50.85     -55.24       0.00       0.00       0.00       9.92       3.13      11.44    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m994_4.mol2'             'ZINC63139524'
     56.20     -57.49       0.00       0.00       0.00      35.97       0.82      36.31    0.388  '/tmp/tmp9r24QL/gold_soln_decoys_final_m995_3.mol2'             'ZINC63152895'
     55.44     -59.62       2.00       0.00       0.00       6.60       4.71       5.71    0.472  '/tmp/tmp9r24QL/gold_soln_decoys_final_m996_3.mol2'             'ZINC63159674'
     66.60     -68.73       1.00       0.00       0.00       0.00       3.16       1.21    0.468  '/tmp/tmp9r24QL/gold_soln_decoys_final_m997_4.mol2'             'ZINC63187723'
     72.26     -73.28       0.48       0.00       0.00       0.97       2.03       2.15    0.392  '/tmp/tmp9r24QL/gold_soln_decoys_final_m998_1.mol2'             'ZINC63270360'
     60.47     -62.79       0.04       0.00       0.00       4.01       0.62       2.81    0.264  '/tmp/tmp9r24QL/gold_soln_decoys_final_m999_3.mol2'             'ZINC63375160'
     69.26     -69.91       0.00       0.00       0.00       0.43       2.74       4.93    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1000_3.mol2'             'ZINC63671398'
     69.77     -71.69       0.00       0.00       0.00       0.03       1.25       0.62    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1001_5.mol2'             'ZINC63941271'
     46.62     -49.27       0.00       0.00       0.00       0.14       3.86       5.20    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1002_2.mol2'             'ZINC64173483'
     46.24     -66.75       0.99       0.00       0.00      20.29       3.69       4.19    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1003_2.mol2'             'ZINC64182108'
     53.07     -63.84       0.02       0.00       0.00       8.78       2.84       3.04    0.488  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1004_3.mol2'             'ZINC64541234'
     53.68     -67.55       0.00       0.00       0.00      19.98       1.94       9.79    0.368  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1005_2.mol2'             'ZINC64612350'
     43.68     -46.03       0.00       0.00       0.00       8.83       3.96      10.88    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1006_1.mol2'             'ZINC03354439'
     47.14     -57.45       0.99       0.00       0.00      10.78       2.70       2.56    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1007_2.mol2'             'ZINC08897090'
     55.64     -51.59       2.50       0.00       0.00       6.12       3.11       8.89    0.456  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1008_3.mol2'             'ZINC08943696'
     50.33     -45.72       2.00       0.00       0.00       8.61       2.10       8.89    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1009_1.mol2'             'ZINC09359171'
     50.56     -57.90       1.00       0.00       0.00      14.56       1.19       6.61    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1010_5.mol2'             'ZINC09747438'
     54.99     -58.95       0.00       0.00       0.00       0.00       3.11       2.26    0.412  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1011_2.mol2'             'ZINC09781566'
     61.51     -61.69       0.35       0.00       0.00       0.86       2.16       3.85    0.548  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1012_3.mol2'             'ZINC12037541'
     50.71     -50.35       1.00       0.00       0.00       3.04       1.31       3.03    0.452  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1013_3.mol2'             'ZINC12217880'
     55.66     -63.60       1.09       0.00       0.00       9.13       1.40       0.73    0.376  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1014_2.mol2'             'ZINC12332052'
     56.60     -61.05       0.62       0.00       0.00       8.49       2.43       7.05    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1015_5.mol2'             'ZINC12635251'
     56.10     -56.19       0.49       0.00       0.00       2.85       2.66       6.62    0.376  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1016_5.mol2'             'ZINC12592929'
     37.93     -49.97       0.00       0.00       0.00      12.48       1.43       3.30    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1017_4.mol2'             'ZINC06193528'
     42.97     -41.16       1.98       0.00       0.00       1.45       1.57       0.44    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1018_4.mol2'             'ZINC06301708'
     31.51     -28.55       1.00       0.00       0.00       0.00       0.11       0.18    0.396  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1019_5.mol2'             'ZINC06301897'
     40.06     -62.59       0.00       0.00       0.00      23.46       0.40       1.71    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1020_4.mol2'             'ZINC06443648'
     63.34     -66.21       0.00       0.00       0.00       1.31       3.88       6.20    0.472  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1021_5.mol2'             'ZINC15005300'
     47.83     -45.96       2.98       0.00       0.00      26.71       4.09      27.84    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1022_5.mol2'             'ZINC02486182'
     57.87     -52.58       2.00       0.00       0.00       0.13       0.52       0.47    0.388  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1023_2.mol2'             'ZINC16698852'
     26.87     -40.16       0.75       0.00       0.00      17.67       2.07       4.97    0.456  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1024_1.mol2'             'ZINC20410933'
     69.00     -67.25       1.00       0.00       0.00       0.00       2.35       3.36    0.384  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1025_2.mol2'             'ZINC20441792'
     59.90     -61.21       1.98       0.00       0.00       7.51       4.25       8.75    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1026_4.mol2'             'ZINC20618150'
     62.17     -59.23       2.13       0.00       0.00       7.20       2.55       8.83    0.336  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1027_4.mol2'             'ZINC20618151'
     48.94     -49.51       1.53       0.00       0.00       7.72       3.14       8.84    0.328  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1028_3.mol2'             'ZINC20618153'
     57.09     -55.22       0.96       0.00       0.00       4.75       0.79       5.32    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1029_5.mol2'             'ZINC21994008'
     56.10     -52.94       1.28       0.00       0.00       0.00       1.58       2.49    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1030_5.mol2'             'ZINC22029278'
     63.21     -62.10       1.13       0.00       0.00      19.42       3.41      23.63    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1031_4.mol2'             'ZINC22428338'
     34.70     -37.38       0.00       0.00       0.00       4.95       2.28       6.83    0.496  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1032_4.mol2'             'ZINC22789378'
     65.69     -70.74       1.00       0.00       0.00       9.90       1.89       5.62    0.476  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1033_5.mol2'             'ZINC24338963'
     38.72     -38.91       0.00       0.00       0.00       4.56       1.02       6.42    0.476  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1034_4.mol2'             'ZINC24338984'
     50.64     -46.54       1.82       0.00       0.00       5.09       3.25      10.23    0.484  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1035_4.mol2'             'ZINC25566111'
     74.98     -77.96       0.00       0.00       0.00       0.12       2.87       2.83    0.408  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1036_4.mol2'             'ZINC35574518'
     48.12     -46.35       1.09       0.00       0.00       1.01       2.03       3.07    0.384  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1037_2.mol2'             'ZINC35907974'
     45.59     -46.03       0.00       0.00       0.00       2.91       0.45       3.35    0.380  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1038_1.mol2'             'ZINC35907976'
     67.93     -67.17       0.99       0.00       0.00       7.62       3.49      12.39    0.448  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1039_2.mol2'             'ZINC36311531'
     57.14     -65.35       0.00       0.00       0.00       6.38       2.76       2.60    0.480  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1040_1.mol2'             'ZINC37443407'
     57.82     -59.33       0.00       0.00       0.00       1.11       0.73       1.07    0.300  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1041_1.mol2'             'ZINC02918737'
     54.61     -55.07       0.00       0.00       0.00       0.00       1.74       3.02    0.396  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1042_4.mol2'             'ZINC39466964'
     66.32     -61.28       2.88       0.00       0.00       0.00       3.64       3.56    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1043_2.mol2'             'ZINC39567409'
     66.70     -68.21       0.00       0.00       0.00       0.00       3.69       5.87    0.344  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1044_4.mol2'             'ZINC40390770'
     49.70     -65.36       0.00       0.00       0.00      19.62       4.29      11.38    0.340  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1045_1.mol2'             'ZINC45510449'
     62.31     -66.11       0.00       0.00       0.00       8.24       3.53      11.50    0.356  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1046_2.mol2'             'ZINC14917630'
     45.80     -47.16       0.00       0.00       0.00       0.46       1.19       0.98    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1047_1.mol2'             'ZINC41584819'
     52.41     -50.86       1.00       0.00       0.00       7.84       2.04       9.88    0.444  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1048_2.mol2'             'ZINC39769769'
     56.13     -59.16       0.51       0.00       0.00       1.03       4.51       5.47    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1049_5.mol2'             'ZINC63230274'
     57.71     -65.47       0.00       0.00       0.00       7.10       1.72       2.19    0.460  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1050_3.mol2'             'ZINC63314362'
     69.24     -67.96       0.99       0.00       0.00       0.94       0.79       0.84    0.424  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1051_5.mol2'             'ZINC63314610'
     60.73     -67.52       0.00       0.00       0.00       3.38       2.43       1.32    0.420  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1052_1.mol2'             'ZINC63372198'
     62.54     -68.22       0.82       0.00       0.00       3.82       2.75       0.82    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1053_2.mol2'             'ZINC63372888'
     49.43     -56.72       0.00       0.00       0.00       4.33       3.99       5.01    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1054_1.mol2'             'ZINC63830711'
     57.76     -58.17       0.00       0.00       0.00       3.59       1.90       6.96    0.416  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1055_3.mol2'             'ZINC64055471'
     64.84     -59.80       2.23       0.00       0.00       0.85       1.86       2.90    0.384  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1056_5.mol2'             'ZINC08451120'
     46.63     -49.71       0.00       0.00       0.00       5.06       1.26       4.51    0.432  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1057_4.mol2'             'ZINC09499446'
     49.01     -57.17       0.00       0.00       0.00       9.21       0.29       1.62    0.360  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1058_5.mol2'             'ZINC09502477'
     61.52     -76.42       0.00       0.00       0.00      17.71       1.13       5.07    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1059_5.mol2'             'ZINC09666108'
     52.00     -50.91       0.86       0.00       0.00       0.00       2.91       4.32    0.364  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1060_5.mol2'             'ZINC09666416'
     60.85     -53.32       2.58       0.00       0.00       0.00       3.14       6.07    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1061_5.mol2'             'ZINC09690903'
     52.71     -51.36       0.68       0.00       0.00       1.08       0.96       2.24    0.456  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1062_4.mol2'             'ZINC09729413'
     70.00     -72.68       0.00       0.00       0.00       1.42       2.38       2.51    0.464  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1063_1.mol2'             'ZINC09729421'
     57.57     -58.63       0.00       0.00       0.00       5.54       1.78       7.56    0.336  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1064_1.mol2'             'ZINC09779352'
     64.95     -67.52       0.00       0.00       0.00       0.00       3.41       4.26    0.372  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1065_1.mol2'             'ZINC10278728'
     52.22     -55.77       0.43       0.00       0.00       8.44       1.41       6.41    0.560  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1066_5.mol2'             'ZINC12038676'
     40.53     -41.79       0.00       0.00       0.00       0.00       1.25       0.94    0.352  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1067_1.mol2'             'ZINC12875432'
     35.25     -31.84       1.23       0.00       0.00       1.57       2.00       5.29    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1068_5.mol2'             'ZINC08895559'
     54.48     -57.43       0.00       0.00       0.00       6.59       1.81       7.26    0.328  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1069_4.mol2'             'ZINC14554176'
     33.15     -37.01       1.08       0.00       0.00      21.18       0.97      15.03    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1070_3.mol2'             'ZINC16033144'
     43.51     -54.03       0.02       0.00       0.00       9.66       3.08       4.73    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1071_2.mol2'             'ZINC08922615'
     44.70     -44.07       1.00       0.00       0.00       0.00       4.12       5.89    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1072_5.mol2'             'ZINC17909300'
     67.89     -70.28       0.69       0.00       0.00       0.00       4.58       4.71    0.452  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1073_4.mol2'             'ZINC17909301'
     45.78     -49.86       0.00       0.00       0.00       7.38       3.27       9.63    0.400  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1074_2.mol2'             'ZINC18125586'
     54.76     -52.93       0.81       0.00       0.00       8.54       2.97      13.68    0.348  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1075_3.mol2'             'ZINC19311039'
     50.34     -54.78       0.95       0.00       0.00       5.82       4.32       7.10    0.340  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1076_2.mol2'             'ZINC19826291'
     62.83     -58.80       1.92       0.00       0.00       0.00       3.80       5.58    0.408  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1077_1.mol2'             'ZINC19850464'
     63.69     -66.12       0.51       0.00       0.00       1.96       1.98       1.95    0.436  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1078_5.mol2'             'ZINC14994677'
     55.75     -66.46       0.00       0.00       0.00       7.03       3.38       2.96    0.428  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1079_2.mol2'             'ZINC03065685'
     52.04     -57.58       0.00       0.00       0.00       4.01       2.64       3.68    0.368  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1080_3.mol2'             'ZINC21776680'
     55.20     -61.23       1.00       0.00       0.00      11.99       4.92      12.60    0.364  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1081_4.mol2'             'ZINC22547316'
     51.05     -64.13       0.00       0.00       0.00      15.82       2.19       4.92    0.484  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1082_2.mol2'             'ZINC22798794'
     54.06     -54.84       0.00       0.00       0.00       0.83       2.99       6.04    0.404  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1083_3.mol2'             'ZINC25080818'
     58.34     -58.51       0.62       0.00       0.00       4.87       2.76       8.18    0.296  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1084_2.mol2'             'ZINC31579197'
     36.23     -48.43       0.00       0.00       0.00      11.70       3.11       5.72    0.380  '/tmp/tmp9r24QL/gold_soln_decoys_final_m1085_4.mol2'             'ZINC32644028'
